datum;locatie;eenheid;parameterid;afronding;analyse;compartiment;veldapparaat;grootheid;confertaxon;biotaxonnaam;parameter;eenheidequivalent;eenheidreferentie;parameterfractie;gedrag;lengteklasse;levensstadium;levensvorm;verschijningsvorm;geslacht;waardebewerkingsmethode;analyseprotocol;bemonsteringsprotocol;analist;monsterident;bemonsteringssoort;planvanaanpak;externereferentie;xcoormonster;ycoormonster;monsternemer;bron;kwaliteitsoordeel;opmerkingmeting;meetwaarde;limietsymbool
2020-07-15 11:40:00;PMW077;DIMSLS;pH;Nee;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;Resultaat mogelijk gestoord door het zoutgehalte. Resultaat indicatief.;7.2;
2020-07-15 11:40:00;PMW077;mm3/l;FPA_mm3/l;Ja;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;0.1;
2020-07-15 11:40:00;PMW077;mm3/l;FPA_mm3/l;Nee;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;0.1;
2020-07-15 11:40:00;PMW077;ug/l;FEOa_ug/l;Ja;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;5;<
2020-07-15 11:40:00;PMW077;ug/l;FEOa_ug/l;Nee;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;2.96;
2020-07-15 11:40:00;PMW077;DIMSLS;E_L450-610nm;Ja;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;5.6;
2020-07-15 11:40:00;PMW077;DIMSLS;E_L450-610nm;Nee;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;5.6;
2020-07-15 11:40:00;PMW077;ug/l;CHLFa_ug/l_spectro;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;12;
2020-07-15 11:40:00;PMW077;ug/l;CHLFa_ug/l_spectro;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;11.72;
2020-07-15 11:40:00;PMW077;ug/l;CHLFa_ug/l_fluo;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;16.3;
2020-07-15 11:40:00;PMW077;ug/l;CHLFa_ug/l_fluo;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP592389;SB;;592389;135186;462296;WP;FC20200729210419_592389.txt;0;;16.3;
2020-07-15 11:46:00;PMW067;mg/l;ZS_mg/l;Ja;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;11;
2020-07-15 11:46:00;PMW067;mg/l;ZS_mg/l;Nee;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;11.49;
2020-07-15 11:46:00;PMW067;oC;T_oC;Ja;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;21.4;
2020-07-15 11:46:00;PMW067;oC;T_oC;Nee;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;21.4;
2020-07-15 11:46:00;PMW067;m;ZICHT_m;Ja;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;0.8;
2020-07-15 11:46:00;PMW067;m;ZICHT_m;Nee;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;0.8;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_groenalg;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;groenalg;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;51.3;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_groenalg;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;groenalg;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;51.3;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_cryptofy;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;cryptofy;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;1.6;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_cryptofy;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;cryptofy;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;1.6;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_diatomee;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;diatomee;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;11.5;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_diatomee;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;diatomee;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;11.5;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_blauwalg;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;blauwalg;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;2;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_blauwalg;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;blauwalg;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;2;
2020-07-15 11:46:00;PMW067;DIMSLS;pH;Ja;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;7.7;
2020-07-15 11:46:00;PMW067;DIMSLS;pH;Nee;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;7.7;
2020-07-15 11:46:00;PMW067;mm3/l;FPA_mm3/l;Ja;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;0.6;
2020-07-15 11:46:00;PMW067;mm3/l;FPA_mm3/l;Nee;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;0.6;
2020-07-15 11:46:00;PMW067;ug/l;FEOa_ug/l;Ja;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;8;
2020-07-15 11:46:00;PMW067;ug/l;FEOa_ug/l;Nee;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;8.14;
2020-07-15 11:46:00;PMW067;DIMSLS;E_L450-610nm;Ja;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;3.8;
2020-07-15 11:46:00;PMW067;DIMSLS;E_L450-610nm;Nee;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;3.8;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_spectro;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;33;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_spectro;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;33.3;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_fluo;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;66.4;
2020-07-15 11:46:00;PMW067;ug/l;CHLFa_ug/l_fluo;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP592390;SB;;592390;135291;462256;WP;FC20200729210422_592390.txt;0;;66.4;
2020-08-19 11:10:00;PMW024;mg/l;ZS_mg/l;Ja;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;20;
2020-08-19 11:10:00;PMW024;mg/l;ZS_mg/l;Nee;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;19.59;
2020-08-19 11:10:00;PMW024;m;ZICHT_m;Ja;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;0.4;
2020-08-19 11:10:00;PMW024;m;ZICHT_m;Nee;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;0.4;
2020-08-19 11:10:00;PMW024;DIMSLS;pH;Ja;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;8.6;
2020-08-19 11:10:00;PMW024;DIMSLS;pH;Nee;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;8.6;
2020-08-19 11:10:00;PMW024;ug/l;FEOa_ug/l;Ja;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;12;
2020-08-19 11:10:00;PMW024;ug/l;FEOa_ug/l;Nee;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;11.69;
2020-08-19 11:10:00;PMW024;ug/l;CHLFa_ug/l_spectro;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;89;
2020-08-19 11:10:00;PMW024;ug/l;CHLFa_ug/l_spectro;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP595192;SB;;595192;135010;462569;WP;FC20200903210503_595192.txt;0;;88.8;
2020-08-19 11:30:00;PMW077;mg/l;ZS_mg/l;Ja;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;7;
2020-08-19 11:30:00;PMW077;mg/l;ZS_mg/l;Nee;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;6.99;
2020-08-19 11:30:00;PMW077;oC;T_oC;Ja;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;22.7;
2020-08-19 11:30:00;PMW077;oC;T_oC;Nee;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;22.7;
2020-08-19 11:30:00;PMW077;m;ZICHT_m;Ja;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;0.5;>
2020-08-19 11:30:00;PMW077;m;ZICHT_m;Nee;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;0.5;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_groenalg;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;groenalg;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;23.1;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_groenalg;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;groenalg;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;23.1;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_cryptofy;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;cryptofy;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;6.6;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_cryptofy;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;cryptofy;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;6.6;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_diatomee;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;diatomee;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;1;<
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_diatomee;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;diatomee;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;0.9;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_blauwalg;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;blauwalg;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;6.1;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_blauwalg;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;blauwalg;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;6.1;
2020-08-19 11:30:00;PMW077;DIMSLS;pH;Ja;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;Resultaat mogelijk gestoord door het zoutgehalte. Resultaat indicatief.;7.3;
2020-08-19 11:30:00;PMW077;DIMSLS;pH;Nee;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;Resultaat mogelijk gestoord door het zoutgehalte. Resultaat indicatief.;7.3;
2020-08-19 11:30:00;PMW077;mm3/l;FPA_mm3/l;Ja;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;1.8;
2020-08-19 11:30:00;PMW077;mm3/l;FPA_mm3/l;Nee;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;1.8;
2020-08-19 11:30:00;PMW077;ug/l;FEOa_ug/l;Ja;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;6;
2020-08-19 11:30:00;PMW077;ug/l;FEOa_ug/l;Nee;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;5.87;
2020-08-19 11:30:00;PMW077;DIMSLS;E_L450-610nm;Ja;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;5.5;
2020-08-19 11:30:00;PMW077;DIMSLS;E_L450-610nm;Nee;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;5.5;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_spectro;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;21;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_spectro;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;21.14;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_fluo;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;36.7;
2020-08-19 11:30:00;PMW077;ug/l;CHLFa_ug/l_fluo;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP595193;SB;;595193;135186;462296;WP;FC20200903210450_595193.txt;0;;36.7;
2020-08-19 11:40:00;PMW067;mg/l;ZS_mg/l;Ja;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;17;
2020-08-19 11:40:00;PMW067;mg/l;ZS_mg/l;Nee;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;17.19;
2020-08-19 11:40:00;PMW067;oC;T_oC;Ja;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;23.9;
2020-08-19 11:40:00;PMW067;oC;T_oC;Nee;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;23.9;
2020-08-19 11:40:00;PMW067;m;ZICHT_m;Ja;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;0.4;
2020-08-19 11:40:00;PMW067;m;ZICHT_m;Nee;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;0.4;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_groenalg;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;groenalg;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;59.9;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_groenalg;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;groenalg;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;59.9;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_cryptofy;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;cryptofy;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;11;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_cryptofy;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;cryptofy;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;11;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_diatomee;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;diatomee;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;7.5;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_diatomee;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;diatomee;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;7.5;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_blauwalg;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;blauwalg;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;63.7;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_blauwalg;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;blauwalg;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;63.7;
2020-08-19 11:40:00;PMW067;DIMSLS;pH;Ja;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;8.3;
2020-08-19 11:40:00;PMW067;DIMSLS;pH;Nee;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;8.3;
2020-08-19 11:40:00;PMW067;mm3/l;FPA_mm3/l;Ja;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;19;
2020-08-19 11:40:00;PMW067;mm3/l;FPA_mm3/l;Nee;FPA;OW;;VOLME;;;;;;;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;19.1;
2020-08-19 11:40:00;PMW067;ug/l;FEOa_ug/l;Ja;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;9;
2020-08-19 11:40:00;PMW067;ug/l;FEOa_ug/l;Nee;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;8.51;
2020-08-19 11:40:00;PMW067;DIMSLS;E_L450-610nm;Ja;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;4;
2020-08-19 11:40:00;PMW067;DIMSLS;E_L450-610nm;Nee;;OW;;E;;;E;;;L450-610nm;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;4;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_spectro;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;87;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_spectro;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;87.32;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_fluo;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;142;
2020-08-19 11:40:00;PMW067;ug/l;CHLFa_ug/l_fluo;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3220;;WP;WP595194;SB;;595194;135291;462256;WP;FC20200903210506_595194.txt;0;;142.1;
2020-09-16 12:00:00;PMW024;mg/l;ZS_mg/l;Ja;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;18;
2020-09-16 12:00:00;PMW024;mg/l;ZS_mg/l;Nee;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;17.99;
2020-09-16 12:00:00;PMW024;oC;T_oC;Ja;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;20.7;
2020-09-16 12:00:00;PMW024;oC;T_oC;Nee;;OW;;T;;;T;;;;;;;;;;MET;V1070;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;20.7;
2020-09-16 12:00:00;PMW024;m;ZICHT_m;Ja;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;0.4;
2020-09-16 12:00:00;PMW024;m;ZICHT_m;Nee;AKG;OW;;ZICHT;;;ZICHT;;;;;;;;;;MET;V1090;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;0.4;
2020-09-16 12:00:00;PMW024;DIMSLS;pH;Ja;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;8.8;
2020-09-16 12:00:00;PMW024;DIMSLS;pH;Nee;;OW;;pH;;;pH;;;;;;;;;;MET;V1060;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;8.8;
2020-09-16 12:00:00;PMW024;ug/l;FEOa_ug/l;Ja;FPA;OW;;CONCTTE;;;FEOa;;;;;;;;;;MET;A3020;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;5;<
2020-09-16 12:00:00;PMW024;ug/l;CHLFa_ug/l_spectro;Ja;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;63;
2020-09-16 12:00:00;PMW024;ug/l;CHLFa_ug/l_spectro;Nee;FPA;OW;;CONCTTE;;;CHLFa;;;;;;;;;;MET;A3020;;WP;WP597471;SB;;597471;135010;462569;WP;FC20200925210533_597471.txt;0;;62.9;
2020-09-16 12:30:00;PMW067;mg/l;ZS_mg/l;Ja;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP597473;SB;;597473;135291;462256;WP;FC20200925210538_597473.txt;0;;14;
2020-09-16 12:30:00;PMW067;mg/l;ZS_mg/l;Nee;;OW;;CONCTTE;;;ZS;;;;;;;;;;MET;A2540;;WP;WP597473;SB;;597473;135291;462256;WP;FC20200925210538_597473.txt;0;;14.09;
